-3,-2,-3,-2,-3,-2,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-4,-3,-4,-6,-10,-7,-13,-6,-13,-2,-3,-1,1,-2,2,-2,2,-2,1,-3,3,-3,4,-2,0,-2,0,-2,-1,-1,-2,-1,-3,0,-3,0,-4,1,-4,2,-4,2,-4,3,-4,2,-2,2,-2,2,-3,2,-2,2,-2,2,-1,2,-1,2,0,2,0,0,-1,1,0,0,0,0,1,1,1,1,1,0,2,-1,1,-1,-1,-1,-1,-1,-3,-2,-3,-2,-7,-1,-6,-1,-6,-1,-6,-2,-2,-4,2,-5,3,-5,3,-3,0,-2,-2,-2,-1,-3,-1,-3,-1,-3,-1,-3,-1,-3,-2,-3,-2,-3,-1,-3,-2,15.982,14.982,12.982,37.924,7.2957,-19.274,1.4695,23.841,54.213,91.585,94.585,96.585,99.585,102.59,70.213,44.841,27.47,17.726,45.296,119.87,20.982,19.982,17.982,16.982,9
-5,0,-5,-1,-5,0,-5,-1,-5,-1,-5,-1,-5,-1,-5,-2,-10,-7,-9,-7,-8,-8,-4,-2,-2,2,-1,4,-2,4,-2,4,-2,4,-3,4,-3,4,-3,2,-3,-1,-3,-1,-3,-1,-2,-1,-3,-1,-2,-1,-2,-1,-2,0,-2,0,-3,-1,-1,0,-1,0,0,-1,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-2,0,-2,0,-3,1,-2,0,-2,0,-2,0,-3,1,-3,1,-3,1,-2,-1,-3,-2,-3,-3,-2,-3,-2,-3,-1,-4,-1,-4,-1,-2,-5,2,-4,1,-10,7,-5,2,-5,2,-5,1,-5,1,-5,1,-5,1,-5,0,-5,0,-5,0,39.28,37.28,117.96,54.751,3.8088,-15.133,-1.0749,32.719,66.248,86.512,156.31,92.512,95.512,98.512,83.248,54.719,26.925,15.867,34.809,84.751,139.96,44.28,42.28,40.28,9
-5,0,-5,0,-5,-1,-5,-1,-5,-1,-5,-2,-5,-2,-5,-2,1,3,0,3,0,4,0,4,-1,3,-1,2,-1,2,-2,2,-2,1,-2,1,-2,0,-2,0,-2,1,-2,0,-2,0,-2,0,-1,0,-1,0,-2,-1,-1,-1,-2,-1,-1,0,-2,0,-2,0,-6,1,-3,0,-3,1,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-2,0,-2,0,-3,1,-2,1,-2,1,-2,0,-2,0,-2,-1,-2,0,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-1,-1,-1,-2,1,-3,-3,1,0,-2,-5,2,-5,2,-5,2,-5,2,-5,1,-5,1,-5,1,-5,0,-5,0,84.001,81.001,60.403,28.206,-2.5896,-14.385,0.22142,33.426,66.229,108.03,73.229,75.229,78.229,81.229,84.229,56.426,27.221,14.615,33.009,65.804,95.001,92.001,89.001,86.001,9
5,-3,5,-2,5,-1,5,0,5,0,5,1,6,3,6,3,1,0,3,2,2,2,2,4,2,4,1,5,0,5,0,5,-1,5,-1,4,-3,7,-3,3,-3,2,-3,1,-3,1,-3,0,-6,4,-4,-1,-3,0,-7,2,-3,-1,-4,-1,-6,-1,-10,0,-6,-1,-7,-2,-7,-2,-7,-2,-7,-2,-7,-3,-8,-3,-8,-4,-8,-4,-8,-5,-8,-5,-9,-6,-9,-6,-8,-7,-7,-7,-8,-8,-7,-8,-6,-8,-5,-8,-4,-8,-4,-8,-2,-8,-1,-7,-1,-9,2,-14,-1,-4,1,-7,2,-8,5,-12,4,-9,5,-8,5,-8,5,-7,5,-7,5,-6,7,-6,6,-5,6,-4,5,-3,5,-2,7.6784,6.6784,29.027,3.6784,-2.1045,-7.6704,-4.2363,17.415,43.849,61.066,16.198,9.9808,6.7637,7.7637,6.5467,6.3296,8.3296,10.113,4.1126,22.461,11.678,9.6784,3.8955,8.6784,9
1,3,1,3,1,3,1,2,1,3,1,3,0,1,0,2,4,5,1,2,0,1,0,0,-3,-6,-2,-7,-1,-7,0,-7,1,-6,1,-4,3,-7,3,-3,3,-2,3,0,3,0,3,1,6,-3,2,2,3,1,3,2,3,2,-1,4,0,4,3,3,3,2,4,3,4,2,4,3,4,2,4,3,5,2,5,3,5,2,5,3,10,6,9,6,8,6,7,6,8,7,8,8,7,8,6,9,5,8,4,9,4,8,2,9,1,8,1,10,-2,15,1,6,-1,9,-2,8,-6,13,-5,11,0,5,1,4,1,3,1,4,1,3,-1,4,0,4,0,3,1,3,1,3,10.907,9.9071,7.9071,11.726,3.7259,-14.549,-0.82492,32.719,65.081,27.537,29.537,31.537,32.537,34.537,65.9,54.719,26.175,15.451,34.726,67.183,24.726,13.907,12.907,11.907,9
3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,1,3,0,3,-1,4,0,1,-4,2,-4,2,-4,3,-3,3,-3,3,-2,3,-1,3,0,3,0,3,0,2,0,2,0,3,0,2,1,5,-2,1,1,5,-1,5,-1,5,-1,5,0,5,-1,5,0,5,0,5,0,5,0,5,1,5,0,5,1,5,1,1,-2,3,0,3,0,4,0,2,-1,2,-1,2,-1,3,-1,3,0,3,0,3,1,3,2,3,2,2,3,2,4,1,4,1,2,5,-3,6,-3,9,-7,4,-2,3,-1,3,0,3,0,3,0,3,0,3,-1,3,0,3,0,3,0,11.046,10.046,8.0458,10.862,9.6773,-17.402,-0.66476,20.704,50.072,53.072,56.072,58.072,60.072,62.072,66.072,41.704,26.335,17.598,48.677,38.677,15.046,14.046,12.046,12.046,9
0,0,0,0,0,-1,-2,-1,-2,-2,-1,-2,0,-2,0,-2,0,-2,0,-2,2,-1,1,-1,3,2,4,4,4,3,2,0,2,-4,3,-4,3,-4,3,-4,3,-3,3,-1,2,0,3,0,2,1,2,1,2,1,2,0,3,0,4,0,4,0,4,-1,4,-1,4,0,4,0,4,0,4,1,4,0,4,0,4,1,4,1,4,1,3,1,2,0,2,-1,1,0,2,-1,2,-1,3,-1,2,-1,2,0,3,1,2,3,3,2,2,4,1,7,2,3,4,-3,5,-5,2,1,2,0,0,3,0,3,0,3,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,32.887,43.666,28.887,24.887,-1.6699,-21.784,0.10154,26.544,43.766,78.209,80.209,83.209,85.209,88.209,57.766,35.323,22.88,19.216,56.887,44.887,40.887,37.887,35.887,34.887,9
2,1,2,1,2,1,4,2,1,1,2,1,0,1,1,1,2,2,3,2,3,4,3,4,3,5,3,6,1,3,1,0,1,1,1,0,1,-1,2,0,2,-1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,1,1,2,1,1,0,3,0,4,1,2,2,-1,2,0,2,0,2,0,2,0,2,0,2,1,2,0,2,1,2,1,2,1,2,1,2,1,22.51,31.364,19.51,8.6566,0.65661,-22.758,6.9745,27.121,43.267,77.56,63.414,65.414,67.414,69.414,56.267,24.828,20.682,19.242,72.217,32.51,29.51,27.51,25.51,24.51,9
-1,0,-1,-1,-1,0,-1,-1,2,1,0,0,1,1,0,0,-1,-1,-2,-1,-2,-2,-2,-2,-2,-3,-3,-6,-3,-6,-1,-1,-1,1,-1,3,-2,3,-2,2,-2,3,-1,0,-1,-2,-1,-2,-1,-1,0,-1,-1,-1,-1,0,-2,0,-2,0,-1,-1,1,-2,1,-2,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,-1,1,0,0,0,1,0,1,0,0,0,1,-1,1,-1,0,-1,-2,-1,-3,-1,-5,1,-8,0,-5,-1,0,-4,4,-5,6,-4,3,-4,2,-4,2,-4,2,-4,1,-4,1,-4,1,-3,-1,-4,0,-1,-1,-1,-1,-1,-1,22.081,20.081,18.081,15.081,13.689,-18.956,2.6145,27.4,44.792,63.185,100.97,103.97,106.97,109.97,59.792,37.007,23.222,17.044,53.689,92.511,68.903,65.903,62.903,23.081,9
-5,-2,-5,-1,-5,-2,-5,-2,-5,-2,-5,-2,-5,-3,-5,-3,-5,-3,-5,-4,-6,-6,-7,-9,-6,-7,-3,-2,-1,1,-2,2,-2,2,-3,0,-2,4,-3,3,-3,0,-3,-1,-2,-1,-2,-1,-2,-2,-2,-2,-1,-2,0,-2,0,-3,-1,-3,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,0,-2,1,-1,0,-1,0,-2,1,-2,0,-2,0,-2,-2,-2,-2,-3,-1,-2,-2,-2,-2,-1,-4,-2,-4,-1,-2,-3,1,-5,3,-2,0,-2,-1,-2,-2,-2,-1,-2,-2,-2,-1,-3,0,-2,-1,-5,-1,-5,0,-5,-1,53.918,51.918,48.918,73.861,2.004,-17.882,-1.7674,31.318,64.375,84.404,129.46,132.46,135.46,139.46,81.375,53.318,26.233,17.118,37.004,106.86,63.918,59.918,57.918,55.918,9
-1,1,-1,0,-1,1,-1,1,-1,0,-1,0,-2,0,-2,0,-5,-3,-4,-3,-2,-1,0,2,0,2,-1,2,-1,4,-1,4,-2,4,-1,4,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-1,0,-2,0,-2,0,-2,0,-2,1,-2,1,-3,1,-4,1,-4,1,-4,1,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-2,0,-2,0,-2,-1,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-1,-2,-2,-1,-2,-1,-2,-2,-1,-2,-1,-4,0,-4,0,-2,-4,2,-5,3,-4,2,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,41.278,38.278,100.47,42.325,-1.8627,-14.05,-2.1909,30.669,63.575,84.528,87.528,89.528,92.528,138.43,80.575,52.669,25.809,14.95,35.184,69.325,121.47,46.278,44.278,42.278,9
